seq,equation_definition_id,platform_name,platform_target,platform_scope,platform_status,platform_version,source_row,formula_match,primary_classification,secondary_classification,severity,confidence,platform_expression,platform_expression_as_names,platform_expression_normalized,source_expression,source_expression_normalized,discrepancy_description
56,EQ11056,n_ppt,VAR11060,linha_grupo/L6_L7,PUBLISHED,1,62,EXACT,MATCH,,INFO,HIGH,( VAR11012@L6 + VAR11012@L7 ) / 2,( n_ppt@L6 + n_ppt@L7 ) / 2,(n_ppt@L6+n_ppt@L7)/2,( n_ppt@L6 + n_ppt@L7 ) / 2,(n_ppt@L6+n_ppt@L7)/2,
57,EQ11057,eoc_solids,VAR11062,linha_grupo/L6_L7,PUBLISHED,1,64,EXACT,MATCH,,INFO,HIGH,( VAR11014@L6 + VAR11014@L7 ) / 2,( eoc_solids@L6 + eoc_solids@L7 ) / 2,(eoc_solids@L6+eoc_solids@L7)/2,( eoc_solids@L6 + eoc_solids@L7 ) / 2,(eoc_solids@L6+eoc_solids@L7)/2,
58,EQ11058,producao_base_ppt,VAR11063,linha_grupo/L6_L7,PUBLISHED,1,65,EXACT,MATCH,,INFO,HIGH,VAR11015@L6 + VAR11015@L7,producao_base_ppt@L6 + producao_base_ppt@L7,producao_base_ppt@L6+producao_base_ppt@L7,producao_base_ppt@L6 + producao_base_ppt@L7,producao_base_ppt@L6+producao_base_ppt@L7,
59,EQ11059,yield_base,VAR11095,linha_grupo/L1_L3,PUBLISHED,1,98,EXACT,MATCH,,INFO,HIGH,( VAR11080@L1*VAR11081@L1 + VAR11080@L2*VAR11081@L2 + VAR11080@L3*VAR11081@L3 ) / ( VAR11081@L1 + VAR11081@L2 + VAR11081@L3 ),( yield_base@L1*ltp_base@L1 + yield_base@L2*ltp_base@L2 + yield_base@L3*ltp_base@L3 ) / ( ltp_base@L1 + ltp_base@L2 + ltp_base@L3 ),(yield_base@L1*ltp_base@L1+yield_base@L2*ltp_base@L2+yield_base@L3*ltp_base@L3)/(ltp_base@L1+ltp_base@L2+ltp_base@L3),( yield_base@L1*ltp_base@L1 + yield_base@L2*ltp_base@L2 + yield_base@L3*ltp_base@L3 ) / ( ltp_base@L1 + ltp_base@L2 + ltp_base@L3 ),(yield_base@L1*ltp_base@L1+yield_base@L2*ltp_base@L2+yield_base@L3*ltp_base@L3)/(ltp_base@L1+ltp_base@L2+ltp_base@L3),
60,EQ11060,ltp_base,VAR11096,linha_grupo/L1_L3,PUBLISHED,1,99,EXACT,MATCH,,INFO,HIGH,( VAR11081@L1 + VAR11081@L2 + VAR11081@L3 ) / 3,( ltp_base@L1 + ltp_base@L2 + ltp_base@L3 ) / 3,(ltp_base@L1+ltp_base@L2+ltp_base@L3)/3,( ltp_base@L1 + ltp_base@L2 + ltp_base@L3 ) / 3,(ltp_base@L1+ltp_base@L2+ltp_base@L3)/3,
61,EQ11061,lth_base,VAR11097,linha_grupo/L1_L3,PUBLISHED,1,100,EXACT,MATCH,,INFO,HIGH,( VAR11082@L1 + VAR11082@L2 + VAR11082@L3 ) / 3,( lth_base@L1 + lth_base@L2 + lth_base@L3 ) / 3,(lth_base@L1+lth_base@L2+lth_base@L3)/3,( lth_base@L1 + lth_base@L2 + lth_base@L3 ) / 3,(lth_base@L1+lth_base@L2+lth_base@L3)/3,
62,EQ11062,oee_base,VAR11098,linha_grupo/L1_L3,PUBLISHED,1,101,EXACT,MATCH,,INFO,HIGH,( VAR11083@L1 + VAR11083@L2 + VAR11083@L3 ) / 3,( oee_base@L1 + oee_base@L2 + oee_base@L3 ) / 3,(oee_base@L1+oee_base@L2+oee_base@L3)/3,( oee_base@L1 + oee_base@L2 + oee_base@L3 ) / 3,(oee_base@L1+oee_base@L2+oee_base@L3)/3,
63,EQ11063,ltp_lth_base,VAR11099,linha_grupo/L1_L3,PUBLISHED,1,102,EXACT,MATCH,,INFO,HIGH,( VAR11084@L1 + VAR11084@L2 + VAR11084@L3 ) / 3,( ltp_lth_base@L1 + ltp_lth_base@L2 + ltp_lth_base@L3 ) / 3,(ltp_lth_base@L1+ltp_lth_base@L2+ltp_lth_base@L3)/3,( ltp_lth_base@L1 + ltp_lth_base@L2 + ltp_lth_base@L3 ) / 3,(ltp_lth_base@L1+ltp_lth_base@L2+ltp_lth_base@L3)/3,
64,EQ11064,ltp_tc_base,VAR11100,linha_grupo/L1_L3,PUBLISHED,1,103,EXACT,MATCH,,INFO,HIGH,( PARAM11002@L1 + PARAM11002@L2 + PARAM11002@L3 ) / 3,( ltp_tc_base@L1 + ltp_tc_base@L2 + ltp_tc_base@L3 ) / 3,(ltp_tc_base@L1+ltp_tc_base@L2+ltp_tc_base@L3)/3,( ltp_tc_base@L1 + ltp_tc_base@L2 + ltp_tc_base@L3 ) / 3,(ltp_tc_base@L1+ltp_tc_base@L2+ltp_tc_base@L3)/3,
65,EQ11065,ltp_a_c_base,VAR11101,linha_grupo/L1_L3,PUBLISHED,1,104,EXACT,MATCH,,INFO,HIGH,( VAR11085@L1 + VAR11085@L2 + VAR11085@L3 ) / 3,( ltp_a_c_base@L1 + ltp_a_c_base@L2 + ltp_a_c_base@L3 ) / 3,(ltp_a_c_base@L1+ltp_a_c_base@L2+ltp_a_c_base@L3)/3,( ltp_a_c_base@L1 + ltp_a_c_base@L2 + ltp_a_c_base@L3 ) / 3,(ltp_a_c_base@L1+ltp_a_c_base@L2+ltp_a_c_base@L3)/3,
66,EQ11066,sl_solids_base,VAR11102,linha_grupo/L1_L3,PUBLISHED,1,105,EXACT,MATCH,,INFO,HIGH,( VAR11086@L1 + VAR11086@L2 + VAR11086@L3 ) / 3,( sl_solids_base@L1 + sl_solids_base@L2 + sl_solids_base@L3 ) / 3,(sl_solids_base@L1+sl_solids_base@L2+sl_solids_base@L3)/3,( sl_solids_base@L1 + sl_solids_base@L2 + sl_solids_base@L3 ) / 3,(sl_solids_base@L1+sl_solids_base@L2+sl_solids_base@L3)/3,
67,EQ11067,ratio_spent_base,VAR11103,linha_grupo/L1_L3,PUBLISHED,1,106,EXACT,MATCH,,INFO,HIGH,( VAR11087@L1 + VAR11087@L2 + VAR11087@L3 ) / 3,( ratio_spent_base@L1 + ratio_spent_base@L2 + ratio_spent_base@L3 ) / 3,(ratio_spent_base@L1+ratio_spent_base@L2+ratio_spent_base@L3)/3,( ratio_spent_base@L1 + ratio_spent_base@L2 + ratio_spent_base@L3 ) / 3,(ratio_spent_base@L1+ratio_spent_base@L2+ratio_spent_base@L3)/3,
68,EQ11068,ssa_sf_base,VAR11104,linha_grupo/L1_L3,PUBLISHED,1,107,EXACT,MATCH,,INFO,HIGH,( VAR11088@L1 + VAR11088@L2 + VAR11088@L3 ) / 3,( ssa_sf_base@L1 + ssa_sf_base@L2 + ssa_sf_base@L3 ) / 3,(ssa_sf_base@L1+ssa_sf_base@L2+ssa_sf_base@L3)/3,( ssa_sf_base@L1 + ssa_sf_base@L2 + ssa_sf_base@L3 ) / 3,(ssa_sf_base@L1+ssa_sf_base@L2+ssa_sf_base@L3)/3,
69,EQ11069,ssa_sg_base,VAR11105,linha_grupo/L1_L3,PUBLISHED,1,108,EXACT,MATCH,,INFO,HIGH,( VAR11089@L1 + VAR11089@L2 + VAR11089@L3 ) / 3,( ssa_sg_base@L1 + ssa_sg_base@L2 + ssa_sg_base@L3 ) / 3,(ssa_sg_base@L1+ssa_sg_base@L2+ssa_sg_base@L3)/3,( ssa_sg_base@L1 + ssa_sg_base@L2 + ssa_sg_base@L3 ) / 3,(ssa_sg_base@L1+ssa_sg_base@L2+ssa_sg_base@L3)/3,
70,EQ11070,ssa_media_base,VAR11106,linha_grupo/L1_L3,PUBLISHED,1,109,EXACT,MATCH,,INFO,HIGH,( VAR11090@L1 + VAR11090@L2 + VAR11090@L3 ) / 3,( ssa_media_base@L1 + ssa_media_base@L2 + ssa_media_base@L3 ) / 3,(ssa_media_base@L1+ssa_media_base@L2+ssa_media_base@L3)/3,( ssa_media_base@L1 + ssa_media_base@L2 + ssa_media_base@L3 ) / 3,(ssa_media_base@L1+ssa_media_base@L2+ssa_media_base@L3)/3,
71,EQ11071,n_ppt_base,VAR11107,linha_grupo/L1_L3,PUBLISHED,1,110,EXACT,MATCH,,INFO,HIGH,( VAR11091@L1 + VAR11091@L2 + VAR11091@L3 ) / 3,( n_ppt_base@L1 + n_ppt_base@L2 + n_ppt_base@L3 ) / 3,(n_ppt_base@L1+n_ppt_base@L2+n_ppt_base@L3)/3,( n_ppt_base@L1 + n_ppt_base@L2 + n_ppt_base@L3 ) / 3,(n_ppt_base@L1+n_ppt_base@L2+n_ppt_base@L3)/3,
72,EQ11072,eoc_temp_base,VAR11108,linha_grupo/L1_L3,PUBLISHED,1,111,EXACT,MATCH,,INFO,HIGH,( VAR11092@L1 + VAR11092@L2 + VAR11092@L3 ) / 3,( eoc_temp_base@L1 + eoc_temp_base@L2 + eoc_temp_base@L3 ) / 3,(eoc_temp_base@L1+eoc_temp_base@L2+eoc_temp_base@L3)/3,( eoc_temp_base@L1 + eoc_temp_base@L2 + eoc_temp_base@L3 ) / 3,(eoc_temp_base@L1+eoc_temp_base@L2+eoc_temp_base@L3)/3,
73,EQ11073,eoc_solids_base,VAR11109,linha_grupo/L1_L3,PUBLISHED,1,112,EXACT,MATCH,,INFO,HIGH,( VAR11093@L1 + VAR11093@L2 + VAR11093@L3 ) / 3,( eoc_solids_base@L1 + eoc_solids_base@L2 + eoc_solids_base@L3 ) / 3,(eoc_solids_base@L1+eoc_solids_base@L2+eoc_solids_base@L3)/3,( eoc_solids_base@L1 + eoc_solids_base@L2 + eoc_solids_base@L3 ) / 3,(eoc_solids_base@L1+eoc_solids_base@L2+eoc_solids_base@L3)/3,
74,EQ11074,producao_base_ppt_base,VAR11110,linha_grupo/L1_L3,PUBLISHED,1,113,EXACT,MATCH,,INFO,HIGH,VAR11094@L1 + VAR11094@L2 + VAR11094@L3,producao_base_ppt_base@L1 + producao_base_ppt_base@L2 + producao_base_ppt_base@L3,producao_base_ppt_base@L1+producao_base_ppt_base@L2+producao_base_ppt_base@L3,producao_base_ppt_base@L1 + producao_base_ppt_base@L2 + producao_base_ppt_base@L3,producao_base_ppt_base@L1+producao_base_ppt_base@L2+producao_base_ppt_base@L3,
75,EQ11075,yield_base,VAR11111,linha_grupo/L4_L5,PUBLISHED,1,114,EXACT,MATCH,,INFO,HIGH,( VAR11080@L4*VAR11081@L4 + VAR11080@L5*VAR11081@L5 ) / ( VAR11081@L4 + VAR11081@L5 ),( yield_base@L4*ltp_base@L4 + yield_base@L5*ltp_base@L5 ) / ( ltp_base@L4 + ltp_base@L5 ),(yield_base@L4*ltp_base@L4+yield_base@L5*ltp_base@L5)/(ltp_base@L4+ltp_base@L5),( yield_base@L4 * ltp_base@L4 + yield_base@L5 * ltp_base@L5 ) / ( ltp_base@L4 + ltp_base@L5 ),(yield_base@L4*ltp_base@L4+yield_base@L5*ltp_base@L5)/(ltp_base@L4+ltp_base@L5),
76,EQ11076,ltp_base,VAR11112,linha_grupo/L4_L5,PUBLISHED,1,115,EXACT,MATCH,,INFO,HIGH,( VAR11081@L4 + VAR11081@L5 ) / 2,( ltp_base@L4 + ltp_base@L5 ) / 2,(ltp_base@L4+ltp_base@L5)/2,( ltp_base@L4 + ltp_base@L5 ) / 2,(ltp_base@L4+ltp_base@L5)/2,
77,EQ11077,lth_base,VAR11113,linha_grupo/L4_L5,PUBLISHED,1,116,EXACT,MATCH,,INFO,HIGH,( VAR11082@L4 + VAR11082@L5 ) / 2,( lth_base@L4 + lth_base@L5 ) / 2,(lth_base@L4+lth_base@L5)/2,( lth_base@L4 + lth_base@L5 ) / 2,(lth_base@L4+lth_base@L5)/2,
78,EQ11078,oee_base,VAR11114,linha_grupo/L4_L5,PUBLISHED,1,117,EXACT,MATCH,,INFO,HIGH,( VAR11083@L4 + VAR11083@L5 ) / 2,( oee_base@L4 + oee_base@L5 ) / 2,(oee_base@L4+oee_base@L5)/2,( oee_base@L4 + oee_base@L5 ) / 2,(oee_base@L4+oee_base@L5)/2,
79,EQ11079,ltp_lth_base,VAR11115,linha_grupo/L4_L5,PUBLISHED,1,118,EXACT,MATCH,,INFO,HIGH,( VAR11084@L4 + VAR11084@L5 ) / 2,( ltp_lth_base@L4 + ltp_lth_base@L5 ) / 2,(ltp_lth_base@L4+ltp_lth_base@L5)/2,( ltp_lth_base@L4 + ltp_lth_base@L5 ) / 2,(ltp_lth_base@L4+ltp_lth_base@L5)/2,
80,EQ11080,ltp_tc_base,VAR11116,linha_grupo/L4_L5,PUBLISHED,1,119,EXACT,MATCH,,INFO,HIGH,( PARAM11002@L4 + PARAM11002@L5 ) / 2,( ltp_tc_base@L4 + ltp_tc_base@L5 ) / 2,(ltp_tc_base@L4+ltp_tc_base@L5)/2,( ltp_tc_base@L4 + ltp_tc_base@L5 ) / 2,(ltp_tc_base@L4+ltp_tc_base@L5)/2,
81,EQ11081,ltp_a_c_base,VAR11117,linha_grupo/L4_L5,PUBLISHED,1,120,EXACT,MATCH,,INFO,HIGH,( VAR11085@L4 + VAR11085@L5 ) / 2,( ltp_a_c_base@L4 + ltp_a_c_base@L5 ) / 2,(ltp_a_c_base@L4+ltp_a_c_base@L5)/2,( ltp_a_c_base@L4 + ltp_a_c_base@L5 ) / 2,(ltp_a_c_base@L4+ltp_a_c_base@L5)/2,
82,EQ11082,sl_solids_base,VAR11118,linha_grupo/L4_L5,PUBLISHED,1,121,EXACT,MATCH,,INFO,HIGH,( VAR11086@L4 + VAR11086@L5 ) / 2,( sl_solids_base@L4 + sl_solids_base@L5 ) / 2,(sl_solids_base@L4+sl_solids_base@L5)/2,( sl_solids_base@L4 + sl_solids_base@L5 ) / 2,(sl_solids_base@L4+sl_solids_base@L5)/2,
83,EQ11083,ratio_spent_base,VAR11119,linha_grupo/L4_L5,PUBLISHED,1,122,EXACT,MATCH,,INFO,HIGH,( VAR11087@L4 + VAR11087@L5 ) / 2,( ratio_spent_base@L4 + ratio_spent_base@L5 ) / 2,(ratio_spent_base@L4+ratio_spent_base@L5)/2,( ratio_spent_base@L4 + ratio_spent_base@L5 ) / 2,(ratio_spent_base@L4+ratio_spent_base@L5)/2,
84,EQ11084,ssa_sf_base,VAR11120,linha_grupo/L4_L5,PUBLISHED,1,123,EXACT,MATCH,,INFO,HIGH,( VAR11088@L4 + VAR11088@L5 ) / 2,( ssa_sf_base@L4 + ssa_sf_base@L5 ) / 2,(ssa_sf_base@L4+ssa_sf_base@L5)/2,( ssa_sf_base@L4 + ssa_sf_base@L5 ) / 2,(ssa_sf_base@L4+ssa_sf_base@L5)/2,
85,EQ11085,ssa_sg_base,VAR11121,linha_grupo/L4_L5,PUBLISHED,1,124,EXACT,MATCH,,INFO,HIGH,( VAR11089@L4 + VAR11089@L5 ) / 2,( ssa_sg_base@L4 + ssa_sg_base@L5 ) / 2,(ssa_sg_base@L4+ssa_sg_base@L5)/2,( ssa_sg_base@L4 + ssa_sg_base@L5 ) / 2,(ssa_sg_base@L4+ssa_sg_base@L5)/2,
86,EQ11086,ssa_media_base,VAR11122,linha_grupo/L4_L5,PUBLISHED,1,125,EXACT,MATCH,,INFO,HIGH,( VAR11090@L4 + VAR11090@L5 ) / 2,( ssa_media_base@L4 + ssa_media_base@L5 ) / 2,(ssa_media_base@L4+ssa_media_base@L5)/2,( ssa_media_base@L4 + ssa_media_base@L5 ) / 2,(ssa_media_base@L4+ssa_media_base@L5)/2,
87,EQ11087,n_ppt_base,VAR11123,linha_grupo/L4_L5,PUBLISHED,1,126,EXACT,MATCH,,INFO,HIGH,( VAR11091@L4 + VAR11091@L5 ) / 2,( n_ppt_base@L4 + n_ppt_base@L5 ) / 2,(n_ppt_base@L4+n_ppt_base@L5)/2,( n_ppt_base@L4 + n_ppt_base@L5 ) / 2,(n_ppt_base@L4+n_ppt_base@L5)/2,
88,EQ11088,eoc_temp_base,VAR11124,linha_grupo/L4_L5,PUBLISHED,1,127,EXACT,MATCH,,INFO,HIGH,( VAR11092@L4 + VAR11092@L5 ) / 2,( eoc_temp_base@L4 + eoc_temp_base@L5 ) / 2,(eoc_temp_base@L4+eoc_temp_base@L5)/2,( eoc_temp_base@L4 + eoc_temp_base@L5 ) / 2,(eoc_temp_base@L4+eoc_temp_base@L5)/2,
89,EQ11089,eoc_solids_base,VAR11125,linha_grupo/L4_L5,PUBLISHED,1,128,EXACT,MATCH,,INFO,HIGH,( VAR11093@L4 + VAR11093@L5 ) / 2,( eoc_solids_base@L4 + eoc_solids_base@L5 ) / 2,(eoc_solids_base@L4+eoc_solids_base@L5)/2,( eoc_solids_base@L4 + eoc_solids_base@L5 ) / 2,(eoc_solids_base@L4+eoc_solids_base@L5)/2,
90,EQ11090,producao_base_ppt_base,VAR11126,linha_grupo/L4_L5,PUBLISHED,1,129,EXACT,MATCH,,INFO,HIGH,VAR11094@L4 + VAR11094@L5,producao_base_ppt_base@L4 + producao_base_ppt_base@L5,producao_base_ppt_base@L4+producao_base_ppt_base@L5,producao_base_ppt_base@L4 + producao_base_ppt_base@L5,producao_base_ppt_base@L4+producao_base_ppt_base@L5,
91,EQ11091,yield_base,VAR11127,linha_grupo/L6_L7,PUBLISHED,1,130,EXACT,MATCH,,INFO,HIGH,( VAR11080@L6*VAR11081@L6 + VAR11080@L7*VAR11081@L7 ) / ( VAR11081@L6 + VAR11081@L7 ),( yield_base@L6*ltp_base@L6 + yield_base@L7*ltp_base@L7 ) / ( ltp_base@L6 + ltp_base@L7 ),(yield_base@L6*ltp_base@L6+yield_base@L7*ltp_base@L7)/(ltp_base@L6+ltp_base@L7),( yield_base@L6 * ltp_base@L6 + yield_base@L7 * ltp_base@L7 ) / ( ltp_base@L6 + ltp_base@L7 ),(yield_base@L6*ltp_base@L6+yield_base@L7*ltp_base@L7)/(ltp_base@L6+ltp_base@L7),
92,EQ11092,ltp_base,VAR11128,linha_grupo/L6_L7,PUBLISHED,1,131,EXACT,MATCH,,INFO,HIGH,( VAR11081@L6 + VAR11081@L7 ) / 2,( ltp_base@L6 + ltp_base@L7 ) / 2,(ltp_base@L6+ltp_base@L7)/2,( ltp_base@L6 + ltp_base@L7 ) / 2,(ltp_base@L6+ltp_base@L7)/2,
93,EQ11093,lth_base,VAR11129,linha_grupo/L6_L7,PUBLISHED,1,132,EXACT,MATCH,,INFO,HIGH,( VAR11082@L6 + VAR11082@L7 ) / 2,( lth_base@L6 + lth_base@L7 ) / 2,(lth_base@L6+lth_base@L7)/2,( lth_base@L6 + lth_base@L7 ) / 2,(lth_base@L6+lth_base@L7)/2,
94,EQ11094,oee_base,VAR11130,linha_grupo/L6_L7,PUBLISHED,1,133,EXACT,MATCH,,INFO,HIGH,( VAR11083@L6 + VAR11083@L7 ) / 2,( oee_base@L6 + oee_base@L7 ) / 2,(oee_base@L6+oee_base@L7)/2,( oee_base@L6 + oee_base@L7 ) / 2,(oee_base@L6+oee_base@L7)/2,
95,EQ11095,ltp_lth_base,VAR11131,linha_grupo/L6_L7,PUBLISHED,1,134,EXACT,MATCH,,INFO,HIGH,( VAR11084@L6 + VAR11084@L7 ) / 2,( ltp_lth_base@L6 + ltp_lth_base@L7 ) / 2,(ltp_lth_base@L6+ltp_lth_base@L7)/2,( ltp_lth_base@L6 + ltp_lth_base@L7 ) / 2,(ltp_lth_base@L6+ltp_lth_base@L7)/2,
96,EQ11096,ltp_tc_base,VAR11132,linha_grupo/L6_L7,PUBLISHED,1,135,EXACT,MATCH,,INFO,HIGH,( PARAM11002@L6 + PARAM11002@L7 ) / 2,( ltp_tc_base@L6 + ltp_tc_base@L7 ) / 2,(ltp_tc_base@L6+ltp_tc_base@L7)/2,( ltp_tc_base@L6 + ltp_tc_base@L7 ) / 2,(ltp_tc_base@L6+ltp_tc_base@L7)/2,
97,EQ11097,ltp_a_c_base,VAR11133,linha_grupo/L6_L7,PUBLISHED,1,136,EXACT,MATCH,,INFO,HIGH,( VAR11085@L6 + VAR11085@L7 ) / 2,( ltp_a_c_base@L6 + ltp_a_c_base@L7 ) / 2,(ltp_a_c_base@L6+ltp_a_c_base@L7)/2,( ltp_a_c_base@L6 + ltp_a_c_base@L7 ) / 2,(ltp_a_c_base@L6+ltp_a_c_base@L7)/2,
98,EQ11098,sl_solids_base,VAR11134,linha_grupo/L6_L7,PUBLISHED,1,137,EXACT,MATCH,,INFO,HIGH,( VAR11086@L6 + VAR11086@L7 ) / 2,( sl_solids_base@L6 + sl_solids_base@L7 ) / 2,(sl_solids_base@L6+sl_solids_base@L7)/2,( sl_solids_base@L6 + sl_solids_base@L7 ) / 2,(sl_solids_base@L6+sl_solids_base@L7)/2,
99,EQ11099,ratio_spent_base,VAR11135,linha_grupo/L6_L7,PUBLISHED,1,138,EXACT,MATCH,,INFO,HIGH,( VAR11087@L6 + VAR11087@L7 ) / 2,( ratio_spent_base@L6 + ratio_spent_base@L7 ) / 2,(ratio_spent_base@L6+ratio_spent_base@L7)/2,( ratio_spent_base@L6 + ratio_spent_base@L7 ) / 2,(ratio_spent_base@L6+ratio_spent_base@L7)/2,
100,EQ11100,ssa_sf_base,VAR11136,linha_grupo/L6_L7,PUBLISHED,1,139,EXACT,MATCH,,INFO,HIGH,( VAR11088@L6 + VAR11088@L7 ) / 2,( ssa_sf_base@L6 + ssa_sf_base@L7 ) / 2,(ssa_sf_base@L6+ssa_sf_base@L7)/2,( ssa_sf_base@L6 + ssa_sf_base@L7 ) / 2,(ssa_sf_base@L6+ssa_sf_base@L7)/2,
101,EQ11101,ssa_sg_base,VAR11137,linha_grupo/L6_L7,PUBLISHED,1,140,EXACT,MATCH,,INFO,HIGH,( VAR11089@L6 + VAR11089@L7 ) / 2,( ssa_sg_base@L6 + ssa_sg_base@L7 ) / 2,(ssa_sg_base@L6+ssa_sg_base@L7)/2,( ssa_sg_base@L6 + ssa_sg_base@L7 ) / 2,(ssa_sg_base@L6+ssa_sg_base@L7)/2,
102,EQ11102,ssa_media_base,VAR11138,linha_grupo/L6_L7,PUBLISHED,1,141,EXACT,MATCH,,INFO,HIGH,( VAR11090@L6 + VAR11090@L7 ) / 2,( ssa_media_base@L6 + ssa_media_base@L7 ) / 2,(ssa_media_base@L6+ssa_media_base@L7)/2,( ssa_media_base@L6 + ssa_media_base@L7 ) / 2,(ssa_media_base@L6+ssa_media_base@L7)/2,
103,EQ11103,n_ppt_base,VAR11139,linha_grupo/L6_L7,PUBLISHED,1,142,EXACT,MATCH,,INFO,HIGH,( VAR11091@L6 + VAR11091@L7 ) / 2,( n_ppt_base@L6 + n_ppt_base@L7 ) / 2,(n_ppt_base@L6+n_ppt_base@L7)/2,( n_ppt_base@L6 + n_ppt_base@L7 ) / 2,(n_ppt_base@L6+n_ppt_base@L7)/2,
104,EQ11104,eoc_temp_base,VAR11140,linha_grupo/L6_L7,PUBLISHED,1,143,EXACT,MATCH,,INFO,HIGH,( VAR11092@L6 + VAR11092@L7 ) / 2,( eoc_temp_base@L6 + eoc_temp_base@L7 ) / 2,(eoc_temp_base@L6+eoc_temp_base@L7)/2,( eoc_temp_base@L6 + eoc_temp_base@L7 ) / 2,(eoc_temp_base@L6+eoc_temp_base@L7)/2,
105,EQ11105,eoc_solids_base,VAR11141,linha_grupo/L6_L7,PUBLISHED,1,144,EXACT,MATCH,,INFO,HIGH,( VAR11093@L6 + VAR11093@L7 ) / 2,( eoc_solids_base@L6 + eoc_solids_base@L7 ) / 2,(eoc_solids_base@L6+eoc_solids_base@L7)/2,( eoc_solids_base@L6 + eoc_solids_base@L7 ) / 2,(eoc_solids_base@L6+eoc_solids_base@L7)/2,
106,EQ11106,producao_base_ppt_base,VAR11142,linha_grupo/L6_L7,PUBLISHED,1,145,EXACT,MATCH,,INFO,HIGH,VAR11094@L6 + VAR11094@L7,producao_base_ppt_base@L6 + producao_base_ppt_base@L7,producao_base_ppt_base@L6+producao_base_ppt_base@L7,producao_base_ppt_base@L6 + producao_base_ppt_base@L7,producao_base_ppt_base@L6+producao_base_ppt_base@L7,
